unique_words,words_a1,words_a2,words_b1,words_b2,avg_acc_7d,avg_acc_30d,avg_time_sec,words_day_7d,words_day_30d,streak,sessions_week,target_days_b2
3939,425,1122,1910,132,0.7428160910621618,0.7279092944666519,14.0,44,36,81,16,8.902713669562718
4720,471,1217,2020,814,0.8751721501008372,0.9029224877062192,7.0,4,11,88,17,0.0
4530,558,1111,1970,891,0.9,0.91,12.2,56,32,35,8,0.0
3359,381,1006,1664,0,0.7631672168446868,0.8375942566465583,10.0,29,25,131,20,35.610854678250874
2166,417,847,902,0,0.96,0.95,4.5,50,33,7,7,63.0
1702,520,931,212,0,0.9538393096604629,0.9530848481343424,9.0,51,34,121,13,64.29477331865661
218,218,0,0,0,0.73,0.75,8.8,5,5,8,4,1175.0
659,433,226,0,0,0.78,0.86,12.2,48,30,61,8,99.0
4683,525,785,1708,1335,0.6715871508233244,0.7578233750611718,10.0,30,24,51,17,0.0
4443,505,1147,1581,1004,0.9046723349356969,0.8025977668499726,5.0,6,6,25,5,0.0
1364,492,683,0,0,0.7835183426272118,0.6880238536739586,6.0,6,11,45,1,231.47055540863067
1869,534,1061,22,0,0.976854037561199,0.8176515362502117,12.0,9,19,87,9,131.56232422798237
3986,542,927,1836,681,0.66,0.65,11.4,3,10,135,14,1.0
142,120,0,0,0,0.8242205941922618,0.7279092944666519,10.0,6,8,56,18,496.57358468005384
2270,512,948,749,0,0.9145057298806502,0.8025977668499726,10.0,8,22,19,8,111.24016336085033
869,579,242,0,0,0.8161717804311177,0.7725003505930986,13.0,25,19,59,18,229.62419042377363
3291,511,1250,1447,0,0.6785042512017726,0.762467878507474,13.0,42,34,26,14,32.6576626380478
3096,474,887,1640,0,0.9145057298806502,0.9029224877062192,8.0,8,23,107,12,47.96594199963271
4632,538,999,1740,996,0.9666784746699366,0.9073937780337715,13.0,20,11,115,18,0.0
1832,589,985,258,0,0.93,0.86,8.8,11,25,142,19,71.0
3701,469,909,1881,442,0.86,0.88,7.9,20,19,45,15,12.0
4569,441,1274,1640,1012,0.6686708562568194,0.792565294764348,8.0,48,46,80,12,0.0
992,415,550,0,0,0.9440059147155098,0.9631173202199671,12.0,27,26,18,15,140.83617012658115
2162,501,1118,276,0,0.8852739715398367,0.8176515362502117,6.0,4,12,155,10,136.50827626662834
4346,402,1129,1955,504,0.8649228457573117,0.8375942566465583,13.0,55,36,113,13,0.0
589,541,0,0,0,0.6686708562568194,0.6521106855656028,12.0,32,31,31,0,138.79506621170316
276,276,0,0,0,0.66,0.76,11.6,20,24,103,2,166.0
4225,517,1012,1702,994,0.97,0.83,11.3,56,39,47,9,0.0
4143,363,831,1875,767,0.8649228457573117,0.7279092944666519,10.0,60,29,153,1,3.9567616309167635
4099,549,845,1612,1093,0.79,0.7,5.3,26,22,67,15,0.0
2623,532,821,1270,0,0.79,0.76,8.9,42,33,35,7,46.0
2277,364,1087,571,0,0.681762713714587,0.7877374556556918,9.0,46,22,126,12,80.12442302606446
2720,470,1001,1176,0,0.7768382006513049,0.7123055180793506,11.0,21,27,3,15,68.37698114841258
2291,558,1281,406,0,0.7571714107613985,0.8427276551924712,8.0,33,31,77,14,52.048149829388684
4524,422,1030,1801,1271,0.68,0.67,5.9,1,9,100,16,0.0
797,508,289,0,0,0.94,0.91,14.5,33,25,23,1,132.0
4745,480,1001,1608,1310,0.9666784746699366,0.8076801760520385,13.0,1,14,72,6,0.0
3749,428,937,1954,102,0.9259762231048867,0.8974224178355983,5.0,32,19,133,20,22.75137937777139
4332,471,1025,1956,696,0.9636727046054162,0.792565294764348,11.0,25,32,94,18,0.0
1646,429,1184,15,0,0.6293372764770065,0.6320457413943534,11.0,47,34,143,1,100.0140918290214
2753,498,1175,1080,0,0.78,0.78,9.8,19,16,147,11,71.0
1873,518,1150,170,0,0.7375046208714919,0.8527601272780958,9.0,30,23,119,7,112.26071531828933
3125,473,1172,1400,0,0.649004066366913,0.7323704622506,9.0,0,20,0,3,86.74691638231448
3834,540,1232,1806,138,0.8456719652659774,0.8025977668499726,6.0,2,13,60,0,38.78097438268177
1710,475,1105,130,0,0.96,0.98,7.3,49,44,67,7,44.0
1017,425,592,0,0,0.72,0.72,5.9,39,30,115,6,96.0
1085,515,414,0,0,0.6715871508233244,0.7179379342684785,12.0,29,18,55,5,168.16236931396244
2683,429,1218,978,0,0.7080044360366323,0.7323704622506,6.0,15,21,45,8,87.76746833975348
4784,382,1120,1651,1285,0.8242205941922618,0.8974224178355983,10.0,6,16,11,9,0.0
4538,470,937,1724,1407,0.83,0.9,5.1,17,23,127,9,0.0
640,472,127,0,0,0.7276712259265388,0.8025977668499726,5.0,23,22,28,13,183.6993523390189
1219,476,743,0,0,0.85,0.75,7.1,23,20,139,19,127.0
3050,425,1266,1290,0,0.7866715955962582,0.7323704622506,13.0,16,25,85,8,59.19201353146164
1582,515,1039,0,0,0.7080044360366323,0.702273045993726,9.0,19,14,50,2,285.7545480829183
3438,466,939,1714,0,0.7122894023883743,0.7478520148629986,5.0,26,25,49,10,34.62166427052168
1330,474,671,0,0,0.8038694684097368,0.7677947352593452,12.0,38,32,139,16,78.14604221060608
3963,485,1058,1786,481,0.8161717804311177,0.8126302389355973,3.0,52,35,53,13,9.184967616950944
2738,457,1198,1083,0,0.77,0.81,10.7,33,27,70,12,44.0
176,176,0,0,0,0.77,0.79,7.8,22,24,16,16,211.0
3992,506,793,1912,456,0.6410604621495369,0.6880238536739586,8.0,19,19,101,20,15.827046523667054
1481,512,940,0,0,0.9145057298806502,0.9430523760487177,12.0,32,30,85,4,81.64415659511951
5030,439,1126,1769,1437,0.865338755155884,0.9430523760487177,4.0,20,18,55,2,0.0
1641,500,1049,62,0,0.9046723349356969,0.9631173202199671,11.0,5,20,8,0,137.77451425426418
3460,576,1113,1641,26,0.8751721501008372,0.8928900156205946,12.0,17,14,8,9,69.39753310585158
507,507,0,0,0,0.99,0.91,6.1,19,13,108,18,286.0
1708,453,833,422,0,1.0,0.89,6.8,45,28,118,3,68.0
88,74,0,0,0,0.9870296004524616,0.9472792188264647,13.0,23,14,57,8,196.848891138109
2502,516,1291,644,0,0.8456719652659774,0.8527601272780958,3.0,8,14,79,3,108.17850748853334
4449,559,1104,1695,1091,0.61,0.69,12.1,32,21,80,18,0.0
1759,407,892,244,0,0.8242205941922618,0.7977088158538651,5.0,55,38,82,4,51.437901201917924
2434,572,952,841,0,0.5998370916421468,0.8025977668499726,3.0,9,16,17,17,132.6717544670692
574,459,115,0,0,0.8,0.86,10.8,45,32,142,12,119.0
4044,440,1038,1502,1064,0.98,0.88,9.8,46,30,120,12,0.0
2081,380,1100,354,0,0.6512360250407995,0.7279092944666519,4.0,56,34,145,10,59.35142446375145
644,539,1,0,0,0.9463273488874117,0.8675083372410782,14.0,42,32,133,9,90.01632710335637
4100,481,977,1872,770,0.73,0.85,13.1,38,29,80,15,0.0
217,199,0,0,0,0.7768382006513049,0.762467878507474,6.0,0,15,0,10,376.58367229498873
3563,590,1089,1678,206,0.85,0.88,7.0,36,23,90,13,20.0
1712,484,888,299,0,0.6785042512017726,0.8126302389355973,4.0,23,19,47,13,164.308865147678
4034,433,1123,1538,940,0.92,0.82,13.2,0,19,0,17,0.0
3109,417,1099,1286,0,0.7122894023883743,0.8276228964483849,10.0,10,13,101,17,77.15685180287689
4000,403,987,1997,459,0.698171041091679,0.6822081018224767,12.0,21,33,82,9,11.226071531828932
1891,445,1086,325,0,0.6293372764770065,0.7825328226787233,5.0,30,25,121,8,125.52789076499624
116,107,0,0,0,0.9243391248256032,0.9631173202199671,13.0,27,30,9,14,167.37052101999498
899,501,266,0,0,0.6207093363670119,0.7677947352593452,6.0,46,34,125,15,100.89742158837747
3114,584,1058,1472,0,0.63,0.66,8.3,14,11,11,14,139.0
3637,475,1128,1576,458,0.89,0.92,10.8,38,35,58,19,7.0
2794,492,874,1343,0,0.9440059147155098,0.8427276551924712,12.0,45,31,17,17,59.19201353146164
4088,522,967,1620,979,0.8,0.88,12.0,48,37,19,4,0.0
3027,494,1026,1422,0,0.9341725197705565,0.8126302389355973,7.0,11,14,81,7,106.13740357365536
4719,554,1084,1949,1132,0.72,0.77,10.6,54,43,77,5,0.0
3149,408,1181,1484,0,0.9341725197705565,0.9731497923055917,10.0,28,31,64,13,31.63711068060881
2740,482,934,1041,0,0.7224649652796368,0.6979952138721319,7.0,0,8,0,16,227.5137937777139
4834,458,923,2014,1193,0.9341725197705565,0.8828575435349698,6.0,40,41,69,2,0.0
2512,468,1155,833,0,0.6588374613118663,0.7223379901649754,9.0,2,10,72,1,196.96652778572582
453,381,0,0,0,0.9361517859961492,0.8774796974392516,14.0,58,31,123,10,119.6920393352321
1117,508,609,0,0,1.0,0.96,3.3,11,15,52,10,194.0
4703,437,841,1564,1545,0.7936939055184743,0.7777660954575185,6.0,52,28,128,10,0.0
1180,472,678,0,0,0.7866715955962582,0.7424029343362246,9.0,38,32,25,4,104.09629965877737
2544,599,1007,938,0,0.97,0.8,4.1,15,15,31,14,107.0
2009,577,995,386,0,0.8063383854861645,0.7825328226787233,3.0,4,11,70,14,175.53493667950696
3562,526,1123,1777,31,0.6195038815320533,0.7725003505930986,8.0,9,20,87,9,43.88373416987674
4014,442,870,1643,1059,0.91,0.79,5.9,42,24,7,6,0.0
2262,438,920,845,0,0.8161717804311177,0.7424029343362246,4.0,50,37,17,9,68.37698114841258
55,55,0,0,0,0.8,0.79,15.0,46,42,14,2,113.0
2992,476,834,1682,0,0.93,0.83,8.8,55,46,57,11,18.0
67,67,0,0,0,0.62,0.72,5.3,36,27,103,4,175.0
3093,542,1114,1437,0,0.72,0.82,14.9,21,27,65,18,36.0
1034,447,556,0,0,0.7670048057063517,0.7323704622506,9.0,41,34,147,17,104.09629965877737
1066,495,536,0,0,0.6391706714219597,0.7323704622506,4.0,47,31,71,2,115.3223711906063
1407,463,905,13,0,0.7473380158164452,0.8828575435349698,11.0,26,22,7,14,161.24720927536103
4067,486,1052,1964,208,0.6715871508233244,0.7279092944666519,7.0,14,11,37,15,23.740569785500583
2499,424,1188,836,0,0.7965049905412114,0.7524354064218493,11.0,22,31,149,1,77.56194876536354
4060,420,1243,1725,525,0.8063383854861645,0.7323704622506,8.0,49,43,102,3,6.123311744633963
3284,429,1237,1538,0,0.7768382006513049,0.7524354064218493,4.0,50,47,87,5,21.43159110621887
1816,451,1031,298,0,0.7178378309815855,0.7725003505930986,10.0,19,28,31,1,87.76746833975348
2402,442,1007,687,0,0.7733427797359493,0.6979952138721319,3.0,37,19,16,4,114.74608729658614
4232,420,762,1568,1185,0.6715871508233244,0.7279092944666519,3.0,11,21,135,18,2.967571223187573
530,434,57,0,0,0.7768382006513049,0.7725003505930986,12.0,0,5,0,15,1096.0728022894793
3641,503,858,1812,468,0.7,0.69,8.1,11,12,44,11,33.0
1353,439,728,0,0,0.7428160910621618,0.8176515362502117,5.0,41,20,155,19,139.47584748981592
1960,441,1096,423,0,0.82,0.86,11.1,59,44,41,9,53.0
672,416,222,0,0,0.7375046208714919,0.8025977668499726,10.0,4,13,153,11,258.19964523206545
666,409,158,0,0,0.9666784746699366,0.7877374556556918,6.0,21,17,10,6,190.91374869173384
4984,461,1037,1712,1420,0.7631672168446868,0.8176515362502117,6.0,59,39,71,8,0.0
363,333,0,0,0,0.9341725197705565,0.8828575435349698,5.0,19,16,103,8,187.78156016877486
4916,496,1114,1694,1360,0.7178378309815855,0.7323704622506,8.0,38,42,70,6,0.0
554,437,117,0,0,0.7,0.77,9.9,18,14,107,13,305.0
1160,437,695,0,0,0.9243391248256032,0.9430523760487177,7.0,36,26,67,7,117.3634751054843
1433,530,703,0,0,0.7835183426272118,0.857536977042905,12.0,28,27,138,18,98.91904077291909
3759,591,882,1520,766,0.89,0.87,14.0,46,32,92,16,5.0
4958,406,1098,1916,1178,0.8140450313009993,0.8375942566465583,14.0,29,17,152,4,0.0
2283,525,1072,412,0,0.8038694684097368,0.7877374556556918,8.0,6,19,75,2,101.88661199610667
1332,519,627,0,0,0.7529916539534243,0.7279092944666519,8.0,12,9,48,15,262.1354580482356
196,165,0,0,0,0.8649228457573117,0.7877374556556918,4.0,45,28,89,3,132.55151463571158
1167,517,614,0,0,0.9735060995503694,0.8828575435349698,3.0,53,34,103,10,93.89078008438743
2476,557,985,934,0,0.6,0.75,15.0,48,26,85,14,56.0
4362,555,1076,1507,1224,0.68,0.83,14.5,0,4,0,10,0.0
3347,501,900,1663,165,0.6686708562568194,0.762467878507474,7.0,7,16,44,6,64.29477331865661
2122,416,921,734,0,0.8948389399907436,0.9129549597918438,10.0,19,31,132,16,75.52084485048555
2652,518,822,1312,0,0.91,0.8,3.4,5,15,105,15,93.0
2700,585,959,1076,0,0.9341725197705565,0.8627925993637205,3.0,5,9,19,16,169.41162493487298
4027,413,844,1955,497,0.6614115879320619,0.6680811332776121,12.0,40,21,98,17,11.870284892750291
3193,408,959,1526,0,0.9870296004524616,0.7877374556556918,3.0,40,27,122,19,37.58923549370925
3772,410,1072,1682,276,0.7122894023883743,0.7977088158538651,9.0,10,15,4,5,38.57842590143844
3416,492,916,1688,0,0.9565029117786741,0.8874510576374249,3.0,45,29,101,14,27.697331416417345
439,439,0,0,0,0.8,0.77,11.3,28,20,80,3,197.0
2515,429,996,821,0,0.681762713714587,0.7179379342684785,10.0,3,9,69,2,190.91374869173384
466,466,0,0,0,0.63,0.63,5.8,45,30,44,11,195.0
1793,559,941,249,0,0.7080044360366323,0.762467878507474,3.0,22,19,144,10,125.52789076499624
2650,524,932,1117,0,0.8948389399907436,0.7725003505930986,12.0,31,25,73,10,71.43863702072957
1866,407,992,467,0,0.98,0.8,14.9,46,30,41,18,74.0
197,181,0,0,0,0.826005175376071,0.8828575435349698,10.0,35,25,157,1,184.71990429645788
3419,430,1177,1812,0,0.82,0.75,12.2,58,33,73,11,19.0
900,508,392,0,0,0.75,0.73,10.8,20,19,65,12,193.0
1985,499,1225,228,0,0.6096704865871,0.6420782134799781,12.0,40,41,92,9,64.29477331865661
4937,408,929,1563,1751,0.8358385703210243,0.8728250714493452,6.0,14,15,113,7,0.0
725,524,201,0,0,0.68,0.77,14.0,19,27,57,10,156.0
4549,493,917,1991,931,0.9145057298806502,0.9029224877062192,5.0,49,40,145,1,0.0
4575,484,1086,1883,915,0.7768382006513049,0.792565294764348,4.0,21,18,28,7,0.0
3089,475,1059,1243,0,0.7224649652796368,0.7578233750611718,3.0,25,24,150,17,45.50275875554278
2305,380,801,888,0,0.7021138394971118,0.6880238536739586,3.0,26,28,106,6,60.340614871480646
4128,438,1126,1882,682,0.98,0.8,7.5,56,34,69,19,0.0
3297,445,986,1771,0,0.9735060995503694,0.9129549597918438,10.0,9,23,35,13,50.0070459145107
2381,477,1144,708,0,0.8161717804311177,0.7223379901649754,7.0,42,38,120,8,56.130357659144664
69,58,0,0,0,0.681762713714587,0.7079665740703053,5.0,20,25,62,12,183.9894158376295
4602,483,1119,1713,925,0.8750984086485741,0.8774796974392516,13.0,1,13,9,2,0.0
1784,439,813,532,0,0.75,0.77,5.0,41,27,7,17,98.0
2772,535,1249,924,0,0.698171041091679,0.8326951831068465,8.0,26,20,146,12,77.56194876536354
3518,484,1036,1665,0,0.8649228457573117,0.7378806546648252,9.0,11,15,60,1,48.470329978730355
4229,521,1034,1622,702,0.6919382766058494,0.8076801760520385,8.0,54,29,145,17,0.9891904077291909
2553,485,1053,733,0,0.8038694684097368,0.8774796974392516,8.0,49,24,73,2,60.340614871480646
4428,459,917,1922,1130,0.84,0.82,14.3,44,34,149,2,0.0
319,293,0,0,0,0.7965049905412114,0.8928900156205946,4.0,20,31,46,7,107.15795553109436
4423,577,1081,1993,590,0.8751721501008372,0.7524354064218493,8.0,23,18,133,6,0.0
1928,498,1045,385,0,0.83,0.76,3.2,17,14,90,12,144.0
3459,426,982,1643,286,0.5998370916421468,0.6420782134799781,9.0,52,38,155,3,24.49324697853585
1393,451,942,0,0,0.61,0.75,12.9,59,35,129,17,83.0
4563,369,859,1549,1482,0.681762713714587,0.6880238536739586,13.0,7,10,132,2,0.0
3282,401,815,1857,209,0.92,0.95,15.0,9,21,7,2,30.0
1841,461,897,254,0,0.9463273488874117,0.8475656168447316,4.0,19,21,71,15,107.8217544424818
3972,408,913,1726,747,0.8850055450457904,0.792565294764348,4.0,43,43,152,5,8.16441565951195
3008,505,1158,1345,0,0.66,0.69,5.4,36,33,107,16,37.0
3961,432,1040,1581,579,0.9056250973223617,0.9472792188264647,14.0,34,21,72,3,10.8810944850211
3266,453,921,1623,269,0.82,0.87,13.1,28,28,43,16,25.0
4513,567,867,1734,1345,0.84,0.74,9.7,55,37,24,3,0.0
4705,485,948,1687,1585,0.97,0.79,11.8,4,6,78,8,0.0
3765,481,1002,1797,147,0.7835183426272118,0.8475656168447316,6.0,54,39,75,8,12.859475300479481
2049,403,1058,588,0,0.95,0.88,8.1,58,32,119,10,62.0
864,522,342,0,0,0.79,0.75,10.1,32,19,66,17,147.0
4132,456,1064,1528,1084,0.78,0.8,10.1,6,14,89,12,0.0
536,536,0,0,0,0.61,0.72,12.4,7,22,66,15,178.0
4149,503,1196,2001,306,0.7276712259265388,0.7123055180793506,11.0,47,31,109,12,5.1027597871949695
635,522,12,0,0,0.9361517859961492,0.9173651382319449,4.0,7,17,78,9,152.3353227902954
1579,457,1114,8,0,0.62,0.67,9.8,12,8,38,11,355.0
4285,493,980,1563,1249,0.79,0.72,6.5,7,9,81,14,0.0
4138,408,863,1892,656,0.7936939055184743,0.7877374556556918,8.0,1,10,103,14,14.837856115937862
4547,402,1280,1917,766,0.7866715955962582,0.8627925993637205,4.0,49,41,120,17,0.0
1380,416,777,0,0,0.7021138394971118,0.7378806546648252,12.0,39,32,21,12,96.94065995746071
2582,481,1018,1083,0,0.86,0.92,9.8,15,21,120,12,56.0
341,287,0,0,0,0.8445717199747866,0.8974224178355983,14.0,45,22,130,13,139.47584748981592
3683,501,1055,1781,0,0.8750984086485741,0.857536977042905,4.0,1,16,67,15,35.610854678250874
4945,536,901,1670,1490,0.9259762231048867,0.9173651382319449,7.0,28,16,57,16,0.0
873,429,412,0,0,0.6588374613118663,0.762467878507474,7.0,19,17,154,16,253.09688544487048
2631,401,1006,951,0,0.7021138394971118,0.7977088158538651,10.0,21,19,53,6,83.09199424925204
992,583,363,0,0,0.6785042512017726,0.7524354064218493,12.0,5,20,50,1,153.08279361584908
1581,576,886,79,0,0.6883376461467258,0.6721756297368521,13.0,10,15,107,5,216.35701497706668
427,392,0,0,0,0.6686708562568194,0.6822081018224767,10.0,47,34,54,12,137.77451425426418
1956,506,1122,70,0,0.9870296004524616,0.8076801760520385,11.0,5,14,29,8,159.25965564439974
3968,429,1241,1707,452,0.9636727046054162,0.8527601272780958,5.0,24,23,19,11,13.26717544670692
442,372,0,0,0,0.8038694684097368,0.8475656168447316,14.0,40,24,2,17,153.3245131980246
2127,438,957,485,0,0.9056250973223617,0.8375942566465583,10.0,61,39,3,16,58.36223405602226
4793,536,1100,1774,1009,0.8038694684097368,0.8176515362502117,7.0,12,22,66,20,0.0
4718,556,1088,1763,1083,0.8751721501008372,0.8025977668499726,6.0,7,8,46,6,0.0
3319,425,920,1875,0,0.9341725197705565,0.8828575435349698,6.0,18,14,33,11,69.39753310585158
3183,573,933,1677,0,0.68,0.66,13.3,20,23,20,10,49.0
3325,425,905,1690,0,0.9158006602136242,0.857536977042905,14.0,48,27,19,1,35.610854678250874
4532,425,980,1914,1213,0.9,0.92,13.6,24,25,143,9,0.0
1752,417,890,445,0,0.71,0.82,4.8,19,16,122,17,114.0
3754,448,969,1942,261,0.9145057298806502,0.9530848481343424,4.0,47,34,73,17,13.26717544670692
2223,411,987,774,0,0.865338755155884,0.792565294764348,9.0,19,20,126,0,120.42513097780127
765,563,153,0,0,0.5900036966971935,0.7725003505930986,11.0,43,28,109,7,130.6306505521912
230,194,0,0,0,0.7936939055184743,0.7478520148629986,12.0,40,19,20,19,256.20031560186044
4647,580,1275,1965,643,0.9341725197705565,0.8226627110212219,13.0,38,42,66,14,0.0
1428,530,698,0,0,0.6308848992582744,0.7977088158538651,14.0,22,16,107,10,185.96779665308787
3480,483,1188,1564,245,0.7,0.67,7.3,29,18,146,5,29.0
3453,362,1083,1585,109,0.681762713714587,0.7378806546648252,11.0,14,15,28,9,48.470329978730355
582,453,89,0,0,0.6883376461467258,0.6822081018224767,13.0,19,23,73,4,172.47328080718995
1572,462,779,125,0,0.9666784746699366,0.7777660954575185,12.0,56,31,62,12,69.24332854104335
1335,588,747,0,0,0.77,0.86,12.4,27,29,133,17,100.0
2668,450,1008,929,0,0.8140450313009993,0.8375942566465583,7.0,23,18,43,13,80.12442302606446
278,233,0,0,0,0.9361517859961492,0.9472792188264647,4.0,3,3,69,7,561.8601515901804
4520,547,939,2001,824,0.7375046208714919,0.7524354064218493,8.0,44,40,15,14,0.0
2374,505,1018,578,0,0.8852739715398367,0.9073937780337715,6.0,57,34,131,14,52.427091609647114
1606,580,810,216,0,0.87,0.85,9.6,14,18,143,7,131.0
1796,505,1048,0,0,0.7733427797359493,0.7179379342684785,13.0,62,45,21,9,66.27575731785579
179,164,0,0,0,0.6883376461467258,0.6922405739081013,9.0,50,33,85,10,157.16500144560504
3397,395,885,1795,19,0.8547472828660492,0.7279092944666519,9.0,41,20,118,19,46.49194916327197
3599,392,779,2004,122,0.9158006602136242,0.8276228964483849,12.0,31,17,122,19,38.57842590143844
2932,451,1304,1113,0,0.6785042512017726,0.6822081018224767,9.0,44,32,8,7,58.17146157402265
3091,506,858,1428,0,0.6919382766058494,0.7179379342684785,3.0,34,31,38,4,35.610854678250874
1577,524,1024,0,0,0.8948389399907436,0.762467878507474,7.0,28,21,161,15,145.93892991377612
2751,528,905,1031,0,1.0,0.9672219392228114,9.0,33,30,19,5,46.49194916327197
3423,580,1069,1592,75,0.9145057298806502,0.8025977668499726,6.0,9,23,119,15,43.88373416987674
209,176,0,0,0,0.9463273488874117,0.9373078586282915,7.0,19,13,16,1,314.5625496578827
229,229,0,0,0,0.67,0.8,8.6,5,21,136,14,208.0
3631,518,1034,1619,121,0.9158006602136242,0.7877374556556918,7.0,1,10,98,16,69.24332854104335
4354,437,1300,1666,776,0.7571714107613985,0.8126302389355973,3.0,26,21,28,7,0.0
3911,460,1067,1885,356,0.7571714107613985,0.7223379901649754,7.0,22,19,4,7,31.63711068060881
3841,404,934,1632,703,0.9046723349356969,0.792565294764348,9.0,11,14,144,7,32.6576626380478
2042,508,904,576,0,0.7375046208714919,0.7725003505930986,10.0,26,31,87,0,92.87022812694845
4220,474,790,1595,1050,0.6308848992582744,0.638167052683092,6.0,57,43,134,10,0.9891904077291909
1813,445,1302,46,0,0.7866715955962582,0.7424029343362246,10.0,9,26,107,8,128.58954663731322
3704,416,1052,1944,292,0.81,0.78,13.5,16,19,118,16,18.0
4136,493,1006,1669,968,0.8,0.74,7.7,53,36,44,17,0.0
5013,436,806,1601,1852,1.0,0.9373078586282915,7.0,31,20,153,20,0.0
499,461,38,0,0,0.69,0.66,13.2,16,17,105,7,297.0
3080,510,1215,1278,0,0.7670048057063517,0.7524354064218493,8.0,24,19,56,10,60.21256548890064
709,426,250,0,0,0.8063383854861645,0.9129549597918438,11.0,9,21,156,16,126.54844272243524
1270,579,691,0,0,0.61,0.77,10.2,23,17,116,17,192.0
506,451,14,0,0,0.9145057298806502,0.792565294764348,11.0,4,6,101,5,566.4063363786416
3951,572,1118,1635,626,0.94,0.95,8.6,40,23,7,9,1.0
3550,417,1148,1706,279,0.8,0.77,10.5,32,27,127,19,21.0
1974,519,901,554,0,0.63,0.75,13.7,20,29,21,19,78.0
2537,478,917,1142,0,0.79,0.71,12.2,24,25,3,16,67.0
2148,575,1157,416,0,0.86,0.89,12.2,45,30,11,12,68.0
3073,395,1073,1526,0,0.6096704865871,0.7323704622506,9.0,43,37,93,6,37.76042242524277
1613,428,968,0,0,0.6308848992582744,0.6082529720885721,14.0,47,39,106,12,93.97308873427313
3617,508,905,1658,402,0.7768382006513049,0.8427276551924712,12.0,27,25,138,11,25.513798935974847
4694,458,1017,1735,1246,0.7768382006513049,0.702273045993726,11.0,6,18,159,8,0.0
679,413,266,0,0,0.81,0.77,12.9,0,4,0,8,901.0
1375,552,823,0,0,0.87,0.74,10.5,9,18,29,6,186.0
3812,542,1038,1561,517,0.9636727046054162,0.9430523760487177,6.0,40,32,155,18,13.26717544670692
3233,475,1097,1339,0,0.8038694684097368,0.7877374556556918,14.0,37,34,71,1,28.686521824146535
4127,450,925,1645,1107,0.7,0.66,3.9,27,26,69,18,0.0
1008,432,433,0,0,0.6105337734757494,0.7279092944666519,6.0,32,20,119,19,187.94617746854627
1533,472,852,0,0,0.6614115879320619,0.7079665740703053,3.0,61,43,74,7,55.39466283283469
1629,483,824,322,0,0.69,0.69,7.1,33,34,89,10,84.0
3731,410,904,1939,478,0.71,0.68,13.7,24,31,76,10,11.0
3822,430,1088,1579,393,0.7428160910621618,0.7279092944666519,9.0,48,26,83,4,20.77299856231301
3653,530,905,1794,424,0.77,0.88,12.6,33,34,30,1,9.0
827,453,339,0,0,0.7768382006513049,0.8226627110212219,6.0,13,20,19,0,221.45977476426165
2183,429,882,816,0,0.865338755155884,0.8025977668499726,3.0,4,19,10,12,136.75396229682516
2889,523,1072,1216,0,0.6391706714219597,0.7123055180793506,11.0,18,18,63,6,95.93188399926542
761,382,268,0,0,0.9259762231048867,0.7977088158538651,6.0,2,18,1,20,245.31922111683934
3060,361,983,1427,0,0.6919382766058494,0.6581097730794387,3.0,36,19,3,16,72.21089976423093
2716,516,1090,1110,0,0.97,0.9,4.3,25,16,69,9,83.0
3278,488,967,1726,0,0.698171041091679,0.7825328226787233,12.0,0,19,0,5,73.47974093560755
3254,537,907,1671,139,0.84,0.83,4.2,51,43,49,6,18.0
209,191,0,0,0,0.9145057298806502,0.9430523760487177,7.0,16,15,17,0,324.5355224656
173,159,0,0,0,0.5998370916421468,0.6822081018224767,4.0,9,17,145,0,289.8367559126743
2361,570,1073,659,0,0.7670048057063517,0.8427276551924712,8.0,45,35,157,14,47.96594199963271
4633,560,960,1577,1536,0.75,0.84,7.4,37,28,124,1,0.0
805,516,289,0,0,0.89,0.79,11.6,39,31,49,14,124.0
1413,500,913,0,0,0.75,0.76,3.4,21,15,125,3,213.0
1773,542,1136,95,0,0.89,0.83,4.0,48,28,77,15,86.0
1070,589,481,0,0,0.66,0.77,10.5,17,17,74,14,167.0
56,47,0,0,0,0.6614115879320619,0.7578233750611718,3.0,19,21,145,16,165.19479809077487
2748,451,866,1431,0,0.94,0.88,4.7,5,13,13,6,106.0
2416,485,1178,753,0,0.79,0.76,8.9,8,16,17,2,121.0
4935,566,1271,1725,1142,0.826005175376071,0.9129549597918438,6.0,25,29,29,10,0.0
2488,507,880,832,0,1.0,0.7977088158538651,5.0,24,22,128,4,70.23251894877255
2410,392,1115,635,0,0.8343961570835242,0.8874510576374249,13.0,8,17,50,9,78.14604221060608
2627,433,814,1119,0,0.7733427797359493,0.7877374556556918,13.0,19,23,134,5,62.318995686939026
2206,520,762,679,0,0.7224649652796368,0.8276228964483849,6.0,6,16,41,9,130.5731338202532
3205,420,1052,1733,0,0.64,0.78,9.2,54,35,97,10,22.0
1950,429,1150,371,0,0.98,0.98,9.0,8,9,119,10,169.0
1784,402,1064,87,0,0.9259762231048867,0.9472792188264647,3.0,54,39,18,17,54.4054724251055
4002,572,1259,2045,11,0.5998370916421468,0.7825328226787233,4.0,7,17,151,15,18.369935233901888
1422,501,881,10,0,0.9145057298806502,0.8326951831068465,8.0,11,23,161,3,117.3634751054843
2775,456,912,1127,0,0.9463273488874117,0.857536977042905,5.0,2,11,7,1,149.36775156710783
