unique_words,words_a1,words_a2,words_b1,words_b2,avg_acc_7d,avg_acc_30d,avg_time_sec,words_day_7d,words_day_30d,streak,sessions_week,target_days_b2
1611,409,1161,41,0,0.99,0.93,14.8,30,25,72,16,97
1162,437,725,0,0,0.73,0.75,13.2,17,21,16,15,154
167,167,0,0,0,0.71,0.68,11.2,1,6,25,5,977
4395,565,1030,1502,1298,0.98,0.97,12.2,51,43,111,17,0
1655,576,982,97,0,0.65,0.74,6.2,16,26,129,16,97
3955,510,1092,1907,446,0.78,0.71,14.6,36,37,143,18,1
3215,403,906,1743,163,0.78,0.84,7.7,11,16,128,18,55
3456,418,868,1947,223,0.86,0.79,5.9,4,7,44,2,89
1314,564,750,0,0,0.86,0.92,10.0,28,21,80,2,137
3802,457,1188,1660,497,0.68,0.81,5.2,0,16,0,16,13
3454,410,1037,1777,230,0.95,0.81,11.2,52,38,19,5,15
1529,465,1064,0,0,0.91,0.89,13.5,51,39,62,18,51
1366,581,785,0,0,0.83,0.84,4.2,30,32,129,3,72
4380,484,893,1541,1462,0.78,0.78,6.3,50,30,123,10,0
4060,409,888,1833,930,0.83,0.81,6.9,45,32,33,9,0
2586,587,1023,976,0,0.84,0.79,7.6,55,45,112,4,31
2058,534,1050,474,0,0.72,0.79,6.8,25,21,72,5,116
310,310,0,0,0,0.74,0.83,7.1,7,12,112,8,290
3712,521,1055,1573,563,0.71,0.7,13.4,56,46,73,14,6
2422,531,1115,776,0,0.71,0.84,13.8,59,33,128,14,44
1769,536,1090,143,0,0.64,0.72,10.6,40,39,121,7,72
641,571,70,0,0,0.74,0.69,13.2,23,24,94,11,156
3645,553,837,1998,257,0.99,0.82,9.7,53,40,139,1,7
3306,579,991,1736,0,0.64,0.67,3.1,25,27,12,3,39
3625,415,967,1782,461,0.83,0.83,4.4,37,24,146,17,13
3549,483,1001,1508,557,0.91,0.95,6.0,5,19,123,10,21
2499,570,832,1097,0,0.78,0.72,12.7,28,28,6,7,59
4461,425,1006,1576,1454,0.81,0.71,5.7,16,22,127,14,0
4121,429,1017,1921,754,0.67,0.65,4.4,12,22,73,15,0
4240,571,894,1893,882,0.62,0.79,5.2,51,33,109,4,0
2910,494,832,1584,0,0.87,0.82,12.1,30,32,27,16,43
540,500,40,0,0,0.87,0.78,6.1,3,17,105,10,174
540,452,88,0,0,0.75,0.76,8.6,48,37,115,17,109
3775,513,1183,1772,307,0.93,0.91,7.7,43,36,77,19,5
1231,559,672,0,0,0.62,0.68,11.7,4,9,83,17,395
1629,483,824,322,0,0.69,0.69,7.1,33,34,89,10,84
802,514,288,0,0,0.95,0.88,13.5,13,13,66,13,246
3753,528,841,1689,695,0.61,0.61,7.0,20,17,12,14,24
4685,593,1022,1606,1464,0.82,0.75,8.4,38,25,62,12,0
1550,437,1094,19,0,0.64,0.73,4.8,59,49,73,19,64
3205,420,1052,1733,0,0.64,0.78,9.2,54,35,97,10,22
2095,516,1047,532,0,0.76,0.86,13.3,9,11,136,14,147
4561,461,895,1822,1383,0.75,0.87,7.4,18,19,47,15,0
3431,470,1127,1524,310,0.6,0.72,13.4,34,32,117,3,16
1763,407,982,374,0,1.0,0.98,11.8,12,18,24,9,108
3777,582,999,1735,461,0.84,0.73,10.6,48,40,118,18,6
1796,521,1124,151,0,0.85,0.92,14.0,24,29,41,4,66
3877,510,823,1549,995,0.78,0.8,5.2,30,34,92,6,4
1254,513,741,0,0,0.64,0.72,14.4,27,22,129,11,153
2650,417,987,1246,0,0.96,0.85,11.6,35,34,102,11,39
1502,578,865,59,0,0.66,0.64,9.4,55,44,87,14,79
4394,579,1070,1928,817,0.63,0.71,11.1,32,35,73,17,0
1498,464,804,230,0,0.99,0.83,4.9,17,24,25,5,104
76,76,0,0,0,0.97,0.9,4.6,57,34,91,4,116
1136,486,650,0,0,0.79,0.77,9.3,53,39,91,9,74
2946,522,856,1568,0,0.99,0.84,5.3,8,22,128,16,44
747,536,211,0,0,0.79,0.81,5.6,0,2,0,3,754
1111,403,708,0,0,0.68,0.79,9.9,54,40,38,14,74
867,465,402,0,0,0.98,0.85,12.7,9,14,79,13,191
3013,551,977,1485,0,0.92,0.81,4.5,44,41,65,4,24
3037,599,1068,1370,0,0.88,0.94,5.0,37,27,54,10,28
3363,540,952,1523,348,0.69,0.69,12.3,4,13,125,5,61
250,250,0,0,0,0.97,0.92,12.6,39,33,9,12,109
415,415,0,0,0,0.88,0.75,9.8,23,21,33,15,233
1006,595,411,0,0,0.95,0.95,10.7,53,38,2,19,93
695,522,173,0,0,0.79,0.75,3.1,40,37,61,12,90
437,437,0,0,0,0.61,0.65,12.4,20,16,106,13,311
4219,495,891,1829,1004,0.67,0.75,13.2,55,36,35,19,0
3689,532,1108,1856,193,0.89,0.91,4.6,15,27,146,11,10
3708,586,1148,1626,348,0.91,0.93,4.7,54,33,18,12,7
4201,575,1155,1756,715,0.88,0.75,4.0,37,35,40,19,0
649,455,194,0,0,0.98,0.89,8.4,48,31,139,17,96
4772,567,1076,1546,1583,0.72,0.81,5.0,36,36,31,14,0
682,539,143,0,0,0.75,0.71,10.8,52,32,101,15,122
162,162,0,0,0,0.9,0.89,14.8,27,16,98,6,193
4530,558,1111,1970,891,0.9,0.91,12.2,56,32,35,8,0
1941,422,1196,323,0,0.61,0.78,7.8,27,17,50,6,128
3284,547,1026,1711,0,0.94,0.81,7.0,41,37,103,14,23
560,527,33,0,0,0.99,0.83,12.3,27,20,41,15,168
3729,529,908,1574,718,0.68,0.75,12.0,51,42,82,8,8
3012,530,1147,1335,0,0.6,0.79,4.6,16,12,83,11,91
2057,529,827,701,0,0.78,0.84,6.4,58,33,39,7,57
1327,559,768,0,0,0.65,0.8,14.1,19,26,99,16,116
2393,458,1091,844,0,0.88,0.93,7.4,46,28,93,11,58
553,485,68,0,0,0.89,0.94,13.9,53,37,97,10,69
164,164,0,0,0,0.86,0.84,6.7,28,17,105,19,206
261,261,0,0,0,0.64,0.79,6.7,28,31,141,15,136
3853,547,1105,1588,613,0.97,0.89,8.5,34,31,25,8,5
572,493,79,0,0,0.63,0.72,10.8,11,13,10,17,306
2718,462,1043,1213,0,0.83,0.78,11.9,31,31,68,9,49
511,502,9,0,0,0.66,0.67,10.7,0,10,0,19,516
2223,437,1147,639,0,0.7,0.69,7.8,7,20,64,9,124
3228,586,1020,1594,28,0.89,0.89,13.3,19,13,8,10,68
702,532,170,0,0,0.83,0.8,7.4,58,40,107,9,99
98,98,0,0,0,0.9,0.86,6.0,6,22,138,16,144
1130,574,556,0,0,0.77,0.82,10.3,8,15,2,7,215
3360,470,869,1916,105,0.86,0.83,14.5,17,24,49,2,25
4595,479,803,1789,1524,0.63,0.73,15.0,19,18,34,12,0
4585,428,1024,1552,1581,0.75,0.79,5.2,21,28,78,19,0
2313,546,1082,685,0,0.62,0.62,4.8,20,26,129,12,91
650,511,139,0,0,0.91,0.94,10.0,32,29,12,2,109
4799,433,1006,1840,1520,0.72,0.75,4.3,20,18,106,14,0
4007,404,865,1649,1089,0.79,0.77,5.3,35,23,144,1,0
3474,413,1098,1959,4,0.68,0.74,8.3,11,12,52,19,46
1548,535,1013,0,0,0.63,0.67,8.3,6,14,95,4,176
3278,486,947,1569,276,0.74,0.82,11.1,38,38,124,19,19
1360,505,855,0,0,0.61,0.74,6.7,7,8,29,19,455
2104,439,1129,536,0,0.88,0.78,8.7,58,32,116,11,58
3599,479,878,1987,255,0.7,0.71,13.2,58,35,32,16,14
2328,494,1102,732,0,0.77,0.82,6.3,57,35,61,3,57
3528,405,1130,1687,306,0.8,0.9,9.2,29,18,13,8,29
1852,508,1122,222,0,0.62,0.64,14.1,45,38,85,10,63
2157,426,1178,553,0,0.91,0.91,11.9,43,25,16,19,68
4108,575,992,1952,589,0.71,0.69,4.5,4,16,21,3,0
2933,431,1079,1423,0,0.6,0.66,10.3,59,43,65,19,29
2284,475,1072,737,0,0.9,0.8,3.0,5,19,22,6,95
1963,553,967,443,0,0.98,0.97,6.7,49,28,76,15,50
3799,498,849,1907,545,0.88,0.78,8.4,23,30,52,4,8
3018,514,1097,1407,0,0.86,0.81,11.3,56,46,103,16,18
2971,476,1149,1346,0,0.73,0.85,13.8,4,6,24,7,174
744,541,203,0,0,0.7,0.79,6.9,52,41,73,12,74
410,410,0,0,0,1.0,0.83,10.1,3,17,55,3,248
2170,569,1132,469,0,0.88,0.77,12.1,34,33,3,2,79
3103,510,954,1639,0,0.9,0.81,6.3,23,27,36,11,42
3970,507,1001,1701,761,0.9,0.84,11.5,33,20,61,4,1
3728,470,843,1819,596,0.89,0.92,13.0,4,18,108,14,13
235,235,0,0,0,0.76,0.77,9.4,27,21,32,19,224
4454,588,1105,1910,851,0.76,0.85,8.1,52,41,22,6,0
3429,474,1013,1942,0,0.93,0.91,5.3,30,28,46,4,19
708,565,143,0,0,0.9,0.85,4.0,52,35,1,9,101
3101,587,817,1697,0,0.96,0.89,4.3,51,35,69,14,22
2806,474,1106,1226,0,0.61,0.77,6.5,14,24,78,3,59
261,261,0,0,0,0.68,0.76,14.9,47,27,89,4,154
471,471,0,0,0,0.96,0.83,4.2,53,37,105,3,108
1074,516,558,0,0,0.69,0.72,4.6,20,18,128,12,173
2596,597,847,1152,0,0.99,0.97,7.8,16,21,83,16,47
560,418,142,0,0,0.65,0.71,10.2,36,29,42,13,131
2530,542,987,1001,0,0.76,0.8,5.9,14,24,90,7,69
2085,547,1025,513,0,0.63,0.76,7.5,50,40,100,16,47
2642,581,868,1193,0,0.97,0.94,12.6,35,29,16,18,55
4604,451,972,1555,1626,0.72,0.71,14.9,36,31,72,3,0
3031,498,1127,1406,0,0.9,0.94,9.9,24,29,42,15,30
2537,478,917,1142,0,0.79,0.71,12.2,24,25,3,16,67
4243,557,1038,1509,1139,0.66,0.74,11.1,24,25,80,18,0
1993,532,852,609,0,0.97,0.88,11.2,9,23,120,1,74
367,367,0,0,0,0.7,0.74,7.5,9,12,57,3,346
126,126,0,0,0,0.76,0.84,12.4,39,25,142,8,153
2751,528,1123,1100,0,0.75,0.8,9.4,27,31,25,15,37
591,564,27,0,0,0.73,0.83,12.7,4,8,123,1,397
2448,406,1117,925,0,0.62,0.61,12.3,58,35,8,8,83
4331,526,1171,1951,683,0.73,0.78,7.8,0,7,0,6,0
4430,432,827,1850,1321,0.88,0.93,7.6,40,38,102,2,0
4359,447,954,1879,1079,0.62,0.77,12.7,33,30,23,5,0
2798,554,1071,1173,0,0.65,0.71,10.0,34,22,56,19,66
1536,437,997,102,0,0.65,0.82,13.1,38,30,5,11,81
2413,554,1020,839,0,0.78,0.73,6.4,15,15,27,13,119
4352,484,907,1708,1253,0.83,0.9,12.2,19,21,65,4,0
1529,504,1025,0,0,0.73,0.68,5.0,6,16,148,14,184
1410,430,913,67,0,0.64,0.67,4.2,6,16,136,18,193
2448,416,1014,1018,0,0.67,0.67,12.1,11,19,103,8,116
3188,505,1047,1636,0,0.63,0.8,3.5,30,27,133,19,29
4356,531,1173,1653,999,0.68,0.78,7.9,53,38,26,11,0
1646,594,949,103,0,0.9,0.76,11.8,48,40,124,12,73
4156,591,1194,1877,494,0.96,0.93,4.8,35,26,49,12,0
2283,405,1099,779,0,0.81,0.85,8.4,11,23,26,7,84
2179,547,894,738,0,0.97,0.93,6.3,6,16,34,19,95
416,416,0,0,0,0.88,0.89,7.7,11,19,78,2,187
4153,574,880,1781,918,0.62,0.78,9.8,25,17,116,15,0
4759,523,962,1913,1361,0.63,0.79,6.4,2,19,8,19,0
1504,445,879,180,0,0.68,0.73,3.5,33,31,113,12,77
2622,573,924,1125,0,0.79,0.82,11.4,39,33,69,2,40
2664,505,1059,1100,0,0.81,0.87,11.4,52,38,7,17,33
750,571,179,0,0,0.89,0.93,12.0,29,19,96,9,162
3387,428,938,1847,174,0.91,0.9,10.1,57,39,30,9,14
342,342,0,0,0,0.83,0.83,9.9,20,15,107,15,243
2263,556,979,728,0,0.65,0.63,6.3,56,32,52,10,78
1149,578,571,0,0,0.99,0.86,13.2,17,25,108,16,118
265,265,0,0,0,0.78,0.75,6.4,42,37,71,13,98
2211,584,924,703,0,0.76,0.74,3.6,56,30,18,17,84
1253,542,711,0,0,0.93,0.87,4.1,20,27,127,11,102
177,177,0,0,0,0.84,0.83,7.7,58,48,129,14,87
3033,565,1046,1422,0,0.89,0.91,11.4,39,32,101,6,31
3328,456,1034,1826,12,0.65,0.73,11.6,42,36,108,2,18
624,472,152,0,0,0.72,0.68,11.8,34,33,144,19,138
166,166,0,0,0,0.89,0.86,5.3,40,28,70,3,109
346,346,0,0,0,0.9,0.88,5.6,7,21,11,17,200
2704,554,1005,1145,0,0.78,0.79,8.2,46,34,57,16,42
2542,553,1030,959,0,0.76,0.87,9.8,43,38,109,14,30
3507,533,1064,1770,140,0.77,0.85,6.3,51,42,72,8,13
220,220,0,0,0,0.69,0.74,12.5,54,45,142,1,81
1954,421,877,656,0,0.95,0.9,12.8,46,35,105,13,57
2277,538,900,839,0,0.68,0.77,4.4,0,16,0,9,145
1272,501,771,0,0,0.7,0.66,14.5,14,11,148,6,327
3305,433,1095,1777,0,0.7,0.7,4.9,7,7,114,12,112
3354,401,800,1738,415,0.86,0.91,9.0,3,12,140,18,46
3462,503,1144,1815,0,0.9,0.85,5.0,39,30,30,9,22
3557,509,861,1981,206,0.84,0.89,11.2,54,37,22,6,14
2984,407,1035,1542,0,0.8,0.87,4.0,35,28,79,4,28
3117,572,1059,1486,0,0.94,0.84,11.4,45,25,129,13,31
391,391,0,0,0,0.84,0.73,4.5,5,13,101,15,303
3768,449,809,1973,537,0.98,0.89,9.0,32,19,96,1,12
2766,417,1137,1212,0,0.96,0.86,9.2,18,13,105,18,99
4745,482,819,1606,1838,0.62,0.75,7.5,33,31,119,5,0
1020,536,484,0,0,0.71,0.74,13.1,58,40,16,13,92
2074,467,877,730,0,0.65,0.63,13.8,46,40,148,17,58
3923,521,923,1952,527,0.9,0.86,6.9,1,20,114,15,3
150,150,0,0,0,0.78,0.82,12.1,54,45,2,15,112
1345,543,802,0,0,0.67,0.71,6.5,7,17,53,5,160
1029,483,546,0,0,0.63,0.63,5.4,27,21,14,11,227
201,201,0,0,0,0.89,0.75,12.1,31,27,14,6,149
4241,409,1173,1862,797,0.8,0.86,5.0,55,38,111,18,0
4788,528,1088,1954,1218,0.67,0.76,12.4,22,21,17,6,0
133,133,0,0,0,0.95,0.8,6.2,43,38,17,18,142
1148,572,576,0,0,0.68,0.82,11.1,8,8,20,15,363
345,345,0,0,0,0.66,0.75,10.9,36,36,43,4,96
842,507,335,0,0,0.65,0.63,4.5,21,30,15,7,189
3290,420,827,1829,214,0.91,0.83,4.1,57,40,104,6,20
2761,404,845,1512,0,0.92,0.88,3.4,56,47,149,1,26
2179,406,981,792,0,0.62,0.7,6.0,45,31,44,9,65
3894,489,1142,1895,368,0.73,0.75,11.0,14,26,116,19,4
3129,422,1068,1639,0,0.75,0.84,10.4,28,27,126,19,36
1230,473,757,0,0,0.67,0.76,5.2,16,14,88,14,224
4048,422,860,1964,802,0.92,0.88,10.8,44,34,144,14,0
2627,586,1011,1030,0,0.79,0.84,9.0,56,35,105,13,32
272,272,0,0,0,0.99,0.9,9.3,40,37,78,11,93
3110,525,1147,1438,0,0.83,0.8,13.4,21,26,53,18,31
1520,474,841,205,0,0.76,0.87,6.3,32,18,84,5,149
2148,437,1058,653,0,0.86,0.77,13.2,2,4,84,16,448
2426,511,995,920,0,0.66,0.69,11.4,51,33,40,8,62
2554,509,1139,906,0,0.8,0.74,8.6,8,21,58,12,62
1694,447,925,322,0,0.79,0.71,10.4,42,24,71,14,111
2598,427,1021,1150,0,0.63,0.67,11.7,48,38,66,7,42
3367,439,899,1677,352,0.65,0.65,14.9,4,12,62,6,81
4221,569,1086,1532,1034,0.99,0.96,6.6,53,43,22,6,0
3217,526,970,1721,0,0.97,0.96,13.6,7,15,65,9,48
691,553,138,0,0,0.68,0.71,12.4,18,13,121,6,328
720,413,307,0,0,0.6,0.76,12.9,40,25,146,18,161
3531,422,1087,1640,382,0.84,0.88,3.6,16,23,14,14,23
4118,467,854,1690,1107,0.69,0.77,3.2,49,27,23,4,0
3781,544,805,1581,851,0.8,0.76,15.0,39,33,82,1,7
2458,462,865,1131,0,0.87,0.87,8.4,3,20,1,6,90
844,418,426,0,0,0.67,0.73,13.7,6,17,115,9,197
2778,541,1057,1180,0,0.67,0.82,11.4,18,13,1,11,106
4642,511,1101,1686,1344,0.75,0.82,7.0,56,41,68,8,0
3437,464,1091,1882,0,0.9,0.84,11.2,19,15,44,15,34
2434,473,970,991,0,0.79,0.76,11.8,41,32,6,11,56
4506,584,1122,1643,1157,0.65,0.71,7.0,33,28,81,19,0
2177,455,978,744,0,0.84,0.9,3.7,34,34,118,18,54
2577,468,1180,929,0,0.88,0.86,7.6,40,29,149,2,39
3486,494,852,1803,337,0.89,0.92,10.9,18,16,133,18,26
2063,580,1144,339,0,0.7,0.67,13.4,47,28,91,6,79
2947,556,1058,1333,0,0.71,0.69,14.3,36,22,57,16,68
1257,452,805,0,0,0.76,0.74,10.2,22,27,94,11,105
3017,494,1149,1374,0,0.93,0.78,15.0,15,23,83,9,43
441,441,0,0,0,0.64,0.72,8.3,25,23,91,11,164
310,310,0,0,0,0.87,0.92,14.5,27,19,79,4,160
2857,514,870,1473,0,0.63,0.76,3.8,44,33,117,1,34
3716,513,1151,1913,139,0.8,0.89,11.8,2,18,66,10,11
3024,428,952,1531,113,0.71,0.77,10.4,10,17,141,11,71
1428,420,805,203,0,0.7,0.8,4.5,8,22,113,11,100
215,215,0,0,0,0.78,0.75,13.0,38,21,20,18,259
3097,471,961,1665,0,0.9,0.86,14.3,46,29,19,1,36
102,102,0,0,0,0.76,0.85,13.9,48,40,144,9,102
466,466,0,0,0,0.91,0.8,8.7,2,6,78,18,653
318,318,0,0,0,0.85,0.89,9.0,12,14,73,6,231
1386,452,934,0,0,0.75,0.79,4.4,16,17,64,19,173
1447,429,970,48,0,0.8,0.72,7.4,19,20,25,19,157
2380,554,973,853,0,0.87,0.89,4.4,20,26,15,19,71
1181,474,707,0,0,0.91,0.86,8.3,5,20,96,12,132
4760,588,1142,1860,1170,0.98,0.85,4.0,0,5,0,13,0
3967,575,1038,1880,474,0.63,0.72,6.3,43,41,73,6,1
4587,426,1095,1878,1188,0.68,0.76,7.7,10,22,35,16,0
4631,442,967,1848,1374,0.73,0.68,11.4,25,21,83,9,0
4734,504,1049,1552,1629,0.89,0.76,3.3,23,19,93,13,0
4573,525,1167,1729,1152,1.0,0.94,14.9,25,20,137,3,0
3195,506,1185,1504,0,0.72,0.76,13.3,13,25,44,1,30
1556,559,997,0,0,0.76,0.87,7.8,46,33,40,8,75
824,437,387,0,0,0.84,0.92,4.7,44,40,103,1,79
625,595,30,0,0,0.65,0.79,7.6,29,27,73,6,126
1426,553,873,0,0,0.65,0.67,4.6,34,25,7,2,174
3266,540,921,1526,279,0.79,0.8,6.8,57,37,11,8,26
545,530,15,0,0,0.92,0.86,3.5,15,24,72,14,144
1943,440,978,525,0,0.66,0.69,8.6,13,21,148,5,134
2656,409,1116,1131,0,0.86,0.92,8.6,43,36,23,4,43
224,224,0,0,0,0.96,0.94,11.3,1,10,43,13,283
2802,408,948,1446,0,0.87,0.8,12.5,1,4,123,13,276
1159,483,676,0,0,1.0,0.82,8.0,50,37,14,16,105
1982,540,941,501,0,0.69,0.72,6.7,43,31,5,11,104
3612,586,1090,1530,406,0.74,0.76,7.7,51,42,144,16,10
1249,469,780,0,0,0.83,0.89,10.5,54,46,110,8,66
4551,524,890,1793,1344,0.85,0.87,6.4,11,18,6,4,0
4172,454,1198,1819,701,0.74,0.69,8.1,24,24,104,9,0
3529,431,1058,1660,380,0.62,0.75,10.5,33,35,148,3,12
1827,546,931,350,0,0.72,0.74,3.2,44,29,29,5,93
4285,427,897,1761,1200,0.8,0.88,9.7,11,9,24,8,0
277,277,0,0,0,0.83,0.72,10.3,31,18,3,1,229
748,581,167,0,0,0.89,0.92,10.1,56,47,146,17,52
1889,425,1077,387,0,0.91,0.77,6.6,33,27,68,17,79
2492,404,985,1103,0,0.64,0.78,6.6,9,11,85,14,174
961,425,536,0,0,0.76,0.86,6.5,8,8,40,5,457
3577,404,868,1551,754,0.67,0.79,9.1,42,30,65,7,17
1577,510,1061,6,0,0.72,0.8,10.9,50,33,130,18,81
1174,595,579,0,0,0.99,0.84,9.9,7,22,143,5,123
1486,500,946,40,0,0.6,0.69,3.8,59,34,55,19,92
1702,569,949,184,0,0.78,0.72,10.8,27,16,122,18,195
3957,410,881,1563,1103,0.77,0.81,14.3,56,45,145,1,1
3636,423,858,1736,619,0.7,0.7,9.8,47,40,66,18,11
1137,520,617,0,0,0.96,0.82,10.7,31,24,141,18,121
4679,419,1198,1762,1300,0.61,0.64,3.7,59,47,20,19,0
1905,517,828,560,0,0.75,0.77,11.6,29,29,80,1,91
4459,427,954,1953,1125,0.73,0.86,10.3,32,34,89,14,0
2137,568,1174,395,0,0.77,0.84,9.0,37,29,71,15,51
4422,475,1097,1812,1038,0.85,0.81,13.5,7,16,121,13,0
4449,567,1003,1708,1171,0.99,0.86,9.4,39,27,64,6,0
2417,424,1193,800,0,0.8,0.9,11.3,37,33,146,4,48
4672,422,968,1633,1649,0.82,0.79,12.7,14,13,115,12,0
2524,555,1063,906,0,0.69,0.79,13.9,37,26,148,14,70
1505,555,950,0,0,0.88,0.84,13.8,12,14,59,1,163
811,482,329,0,0,0.61,0.66,10.8,24,22,17,7,174
3426,404,928,1822,272,0.98,0.85,12.5,0,9,0,10,69
1229,565,664,0,0,0.98,0.86,10.9,41,26,100,17,94
230,230,0,0,0,0.81,0.71,13.0,10,22,100,15,218
3124,417,1113,1594,0,0.75,0.71,14.2,42,24,89,7,46
128,128,0,0,0,0.96,0.82,4.0,31,31,123,10,117
2889,545,1129,1215,0,0.62,0.65,8.0,34,32,89,3,41
2598,484,808,1306,0,0.96,0.85,3.4,33,32,15,13,41
1016,588,428,0,0,0.73,0.73,4.5,0,18,0,9,184
1018,543,475,0,0,0.66,0.78,6.0,44,36,3,15,119
2320,409,1029,882,0,0.87,0.84,14.5,37,28,110,15,67
4199,475,839,1696,1189,1.0,0.92,12.8,33,26,29,3,0
4468,562,1049,1687,1170,0.73,0.73,6.4,2,19,42,13,0
1102,408,694,0,0,0.82,0.8,4.5,24,20,115,3,170
4651,574,982,1653,1442,0.66,0.8,13.3,22,20,94,15,0
2008,440,963,605,0,0.6,0.67,3.4,29,33,70,5,79
860,579,281,0,0,0.84,0.88,9.0,43,30,7,14,116
895,580,315,0,0,0.66,0.81,10.1,28,25,81,6,136
544,434,110,0,0,0.77,0.72,7.6,58,38,96,18,103
1918,465,1043,410,0,0.88,0.9,13.2,7,19,122,10,112
1867,550,1060,257,0,0.61,0.68,9.1,1,13,33,5,174
4419,532,1063,1584,1240,0.95,0.81,13.2,1,15,69,6,0
4470,578,1055,1918,919,0.95,0.79,14.0,37,31,17,16,0
1202,402,800,0,0,0.81,0.83,10.5,2,18,47,11,137
567,567,0,0,0,0.75,0.71,8.0,49,36,47,9,125
2199,463,1145,591,0,0.97,0.9,10.9,23,20,89,5,69
1948,529,1047,372,0,0.83,0.74,5.0,6,10,29,16,247
218,218,0,0,0,0.73,0.75,8.8,5,5,8,4,1175
1350,528,822,0,0,0.75,0.87,14.6,43,35,128,19,69
3672,527,1121,1964,60,0.63,0.67,4.1,31,21,74,11,17
3403,471,1157,1525,250,0.72,0.79,13.6,1,13,122,3,56
3641,403,1070,1543,625,0.93,0.79,4.0,8,16,112,18,26
4199,441,1148,1729,881,0.61,0.63,10.0,16,11,82,7,0
1536,599,872,65,0,0.96,0.88,6.0,34,28,78,8,76
4566,465,1136,1576,1389,0.68,0.77,13.3,19,17,86,5,0
2531,502,830,1199,0,0.89,0.8,9.0,38,26,130,18,58
1873,487,901,485,0,0.96,0.9,5.6,31,33,114,3,68
104,104,0,0,0,0.61,0.7,5.2,3,18,79,4,231
3356,501,1051,1804,0,0.96,0.84,13.3,22,18,16,17,42
959,533,426,0,0,0.87,0.8,7.9,45,34,49,9,106
563,467,96,0,0,0.72,0.78,5.5,21,15,130,5,276
1821,546,1158,117,0,0.64,0.77,6.1,49,39,71,15,59
2013,425,988,600,0,0.73,0.7,7.4,44,39,126,6,70
2464,460,1031,973,0,0.66,0.79,8.2,11,16,62,3,120
4111,443,1091,1936,641,0.73,0.74,14.0,15,21,94,12,0
3873,509,864,1745,755,0.88,0.82,10.6,41,36,74,18,4
4305,449,874,1637,1345,0.81,0.91,8.3,23,20,53,16,0
2984,588,827,1569,0,0.93,0.78,12.5,17,14,49,6,71
3509,570,1007,1814,118,0.79,0.73,6.1,51,38,85,18,14
3795,554,1029,1799,413,0.81,0.82,11.8,42,32,54,4,6
3878,439,1141,1892,406,0.73,0.68,14.9,35,28,43,16,5
712,531,181,0,0,0.65,0.74,14.0,26,19,90,2,165
3758,514,1120,1611,513,0.88,0.77,3.3,58,43,95,7,4
3438,565,1026,1635,212,0.85,0.73,9.8,44,37,43,11,20
2952,505,1188,1259,0,0.97,0.92,11.0,13,13,56,18,69
1585,447,949,189,0,0.92,0.79,9.1,34,29,37,9,90
254,254,0,0,0,0.99,0.91,6.9,51,37,103,1,92
56,56,0,0,0,0.67,0.79,4.6,57,32,8,8,136
3915,484,1128,1900,403,0.89,0.84,4.6,46,39,27,8,2
1752,417,890,445,0,0.71,0.82,4.8,19,16,122,17,114
3701,436,1137,1658,470,0.98,0.85,5.9,27,22,18,12,13
1336,542,794,0,0,0.96,0.81,5.5,51,44,149,17,65
2156,401,1080,675,0,0.79,0.89,4.1,33,23,113,16,76
946,443,503,0,0,0.98,0.89,9.7,3,21,121,13,138
3178,473,863,1729,113,0.78,0.84,11.5,35,34,10,15,22
2738,457,1198,1083,0,0.77,0.81,10.7,33,27,70,12,44
2111,518,801,792,0,0.85,0.76,6.4,59,48,127,6,48
2567,554,882,1131,0,0.65,0.78,7.4,2,4,6,17,337
2647,523,876,1248,0,0.68,0.76,9.4,59,35,102,11,37
1023,525,498,0,0,0.78,0.72,6.9,36,34,116,10,94
4781,588,1006,1916,1271,0.83,0.88,12.8,9,18,5,18,0
4264,405,924,1925,1010,0.75,0.75,4.3,24,17,80,2,0
162,162,0,0,0,0.98,0.92,4.2,11,24,86,6,157
2286,481,1099,706,0,0.86,0.85,11.5,17,15,72,1,125
4715,524,810,1967,1414,0.95,0.83,7.8,57,38,109,8,0
451,451,0,0,0,0.98,0.81,3.1,37,24,56,7,168
1059,596,463,0,0,0.75,0.69,14.9,22,23,120,7,144
3346,464,907,1579,396,0.85,0.8,9.8,43,36,106,2,21
1764,453,995,316,0,0.64,0.78,6.2,34,23,112,9,123
1518,564,954,0,0,0.84,0.88,5.8,19,25,145,9,84
2116,568,857,691,0,0.71,0.66,11.3,11,22,68,2,120
1224,533,691,0,0,0.62,0.7,6.5,40,39,98,9,99
3611,570,1026,1740,275,0.65,0.68,8.5,45,32,131,13,16
2147,421,851,875,0,0.69,0.69,3.1,25,30,102,6,61
3730,466,991,1710,563,1.0,0.83,4.2,57,43,60,13,7
3705,489,1113,1732,371,0.7,0.83,6.3,6,6,140,16,48
1787,524,1172,91,0,0.72,0.84,13.1,35,34,149,8,71
554,554,0,0,0,0.83,0.8,11.6,4,17,138,11,251
2108,511,893,704,0,0.77,0.8,12.7,9,13,103,10,135
2485,499,1071,915,0,0.8,0.84,7.5,22,19,42,12,81
1290,463,827,0,0,0.61,0.73,7.0,44,32,13,1,98
888,413,475,0,0,0.93,0.79,9.1,23,14,145,6,259
2334,525,1183,626,0,0.86,0.85,3.8,9,13,73,4,106
3769,426,963,1636,744,0.92,0.84,10.3,25,16,116,1,11
